hz,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,Marker
156,-0.0021860602387543332,-0.0016789757401509875,-0.0019276041977919246,-0.0016484856782162463,-0.002828666554293521,-0.000145703662631,-0.0009094326188258132,-0.0017758701676706793,-0.001995249603516547,-0.0037108794459077936,-0.0012363984632746757,-0.0017905449814835986,-0.0028630683085227935,-0.001662443322973788,-0.0009273866370657546,REST
157,-0.0021673897962255296,-0.0016857507309611813,-0.001929826605014346,-0.0016593310440994415,-0.0028230880155138546,-0.0001307073528487991,-0.0009193458556222556,-0.001774200040774022,-0.00198250477875445,-0.003703103272148665,-0.0012274206551393108,-0.0017916939096534988,-0.002871879359141195,-0.0016740373560981219,-0.0009257622686229535,REST
158,-0.0021480508021731078,-0.0016924535779070694,-0.0019321395649056412,-0.0016700231446863994,-0.002818064982683394,-0.00011589847051083816,-0.000929330765804914,-0.0017730154839790274,-0.0019701543047106486,-0.0036957769639283564,-0.0012185061777917664,-0.0017931054441550321,-0.002880775633567596,-0.001685774101914947,-0.0009239016965829402,REST
159,-0.0021280606086264324,-0.0016990749057196222,-0.0019345389656801716,-0.0016805538673088105,-0.002813582683894267,-0.00010127757214208085,-0.0009393799456258032,-0.0017723087700107258,-0.0019581979863743165,-0.003688897409285858,-0.0012096547097776062,-0.0017947731988394028,-0.002889749749564745,-0.0016976412490767921,-0.0009217871983376574,REST
160,-0.0021074368706334545,-0.0017056053716484267,-0.0019370205632411026,-0.0016909151031443928,-0.002809625960300496,-8.684523943217547e-05,-0.0009494858264340163,-0.0017720717953749409,-0.0019466353378855975,-0.003682461143677395,-0.0012008657957004445,-0.0017966905357981113,-0.0028987941697081986,-0.0017096263268530493,-0.0009197013211682707,REST
161,-0.00208619753041394,-0.0017120356793120226,-0.0019395799871561757,-0.0017010987565041604,-0.0028061792932217436,-7.260208190963137e-05,-0.0009596406831318644,-0.0017722960959777843,-0.001935465584961283,-0.0036764643629393504,-0.0011921388507106457,-0.0017988505734640803,-0.0029079012117131996,-0.0017217167223984185,-0.0009176568525179196,REST
162,-0.002064360801400841,-0.0017183565924544317,-0.0019422127467328492,-0.0017110967541156452,-0.002803226831384897,-5.85487394520411e-05,-0.0009698366427715079,-0.0017729728629839211,-0.0019246876675249806,-0.0036709029364240145,-0.0011834731650671578,-0.0018012461948996661,-0.0029170630588668655,-0.0017338996980993606,-0.0009156661528572838,REST
163,-0.0020419451521863476,-0.0017245589485888366,-0.0019449142371855735,-0.0017209010543920834,-0.0028007524182655052,-4.468588462896879e-05,-0.000980065693284036,-0.0017740929588906315,-0.0019143002425403841,-0.0036657724202866504,-0.0011748679087641436,-0.0018038700562622825,-0.0029262717705521076,-0.0017461624089744657,-0.000913741129886958,REST
164,-0.0020189692903892216,-0.0017306336725096305,-0.00194767974588794,-0.0017305036566775819,-0.0027987396194912332,-3.1014224874345285e-05,-0.0009903196923327219,-0.0017756469337946049,-0.0019043016870460637,-0.00366106807090241,-0.0011663221362140897,-0.0018067145954381624,-0.002935519292849643,-0.0017584919201047774,-0.0009118932128212896,REST
165,-0.0019954521464598815,-0.001736571789654277,-0.0019505044587023873,-0.0017398966104583396,-0.002797171750269835,-1.75345044856308e-05,-0.001000590376282231,-0.0017776250418283994,-0.001894690101390138,-0.0036567848583917094,-0.0011578347909792174,-0.0018097720408347486,-0.002944797469204485,-0.0017708752240701796,-0.0009101333268077728,REST
166,-0.0019714128574397304,-0.0017423644392967003,-0.001953383466380148,-0.0017490720245300867,-0.002796031902804363,-4.2475064471730935e-06,-0.0010108693692753676,-0.0017800172577434692,-0.001885463312662918,-0.0036529174802328156,-0.0011494047105429887,-0.001813034420322107,-0.002954098051143348,-0.0017832992583681454,-0.000908471867524842,REST
167,-0.001946870750691048,-0.001748002887554211,-0.0019563117710240745,-0.001758022076111969,-0.0027953029736587478,8.845945924409684e-06,-0.0010211481924089208,-0.0017828132936167094,-0.0018766188783255694,-0.003649460374940534,-0.0011410306311137328,-0.0018164935703136624,-0.0029634127090294245,-0.0017957509227912681,-0.0009069186759632507,REST
168,-0.0019218453276137416,-0.0017534785401903074,-0.0019592842926069933,-0.001766739019897184,-0.0027949676910372693,2.174498751471765e-05,-0.001031418273000133,-0.0017860026156575315,-0.0018681540900325555,-0.0036464077357900144,-0.0011327111924523442,-0.0018201411449764882,-0.0029727330428410436,-0.0018082170967402623,-0.0009054830133169547,REST
169,-0.0018963562473650803,-0.0017587829551960184,-0.001962295875538225,-0.0017752151970308087,-0.00279500864194187,3.44487101275171e-05,-0.0010416709539351537,-0.0017895744610925584,-0.0018600659776456356,-0.003643753524565032,-0.0011244449427163113,-0.0018239686255613619,-0.0029820505929608223,-0.001820684656449334,-0.00090417353577681,REST
170,-0.001870423310598425,-0.0017639078551328433,-0.0019653412952709273,-0.0017834430440053528,-0.0027954082991718068,4.695616138341861e-05,-0.001051897503090905,-0.001793517855105173,-0.001852351313436846,-0.003641491485310175,-0.0011162303433122965,-0.0018279673298427278,-0.002991356850962022,-0.0018331404921010713,-0.0009029982688325614,REST
171,-0.0018440664432367911,-0.0017688451392206936,-0.001968415264942919,-0.0017914151014646702,-0.0027961490481306253,5.9266343802243346e-05,-0.001062089122821671,-0.0017978216278072851,-0.0018450066164778956,-0.0036396151580667677,-0.0011080657737497289,-0.0018321284216586751,-0.003000643270378885,-0.0018455715248083817,-0.0009019645804708187,REST
172,-0.0018173056802969299,-0.001773586895154697,-0.001971512442043676,-0.001799124022907011,-0.0027972132134060895,7.13782140697248e-05,-0.0010722369595016971,-0.0018024744312208814,-0.0018380281572131353,-0.0036381178925725894,-0.001099949536487997,-0.001836442920541035,-0.0030099012774479463,-0.0018579647234412669,-0.0009010791524799613,REST
173,-0.001790161149779416,-0.0017781254106351459,-0.0019746274351002276,-0.0018065625832781693,-0.0027985830850892936,8.329068248887523e-05,-0.0010823321131150565,-0.0018074647562471232,-0.0018314119622132043,-0.0036369928619057732,-0.0010918798617699464,-0.001840901711425691,-0.0030191222818073404,-0.0018703071212766238,-0.000900347949078044,REST
174,-0.0017626530566399931,-0.0017824531845952872,-0.0019777548103747104,-0.0018137236874457624,-0.0028002409447998797,9.500261261602942e-05,-0.0010923656468840469,-0.0018127809496010045,-0.001825153819106193,-0.003636233076053652,-0.0010838549124346363,-0.001845495554433166,-0.00302829768714141,-0.0018825858324496467,-0.0008997761824932137,REST
175,-0.0017348016668572628,-0.0017865629381121888,-0.0019808890985663873,-0.0018206003785458753,-0.0028021690913849913,0.00010651282108126696,-0.001102328596927292,-0.0018184112306898453,-0.0018192492816830946,-0.0036358313953876427,-0.0010758727887024162,-0.0018502150947096105,-0.003037418901758002,-0.0018947880681858481,-0.0008993682762572316,REST
176,-0.0017066272916115188,-0.0017904476249863597,-0.001984024801511008,-0.0018271858461934869,-0.002804349866260385,0.00011782007759262214,-0.0011122119819388173,-0.0018243437084141964,-0.0018136936751741318,-0.0036357805440257094,-0.0010679315329256108,-0.00185505087231831,-0.0030464773490860896,-0.0019069011527931292,-0.0008991278291587797,REST
177,-0.0016781502715892637,-0.001794100441976329,-0.0019871563988704322,-0.001833473434548234,-0.0028067656783628586,0.00012892310512314595,-0.0011220068128792574,-0.0018305663978700531,-0.0018084821016923524,-0.003636073123064338,-0.0010600291342983208,-0.0018599933321718485,-0.003055464478081526,-0.0019189125393938413,-0.0008990575862818453,REST
178,-0.0016493909614277423,-0.0017975148386749423,-0.0019902783548055177,-0.0018394566502272739,-0.002809399028684084,0.00013982058027958428,-0.001131704102670479,-0.0018370672369316169,-0.0018036094458408166,-0.003636701623662412,-0.0010521635335189843,-0.0018650328339951418,-0.003064371773528987,-0.0019308098253772563,-0.0008991594282120426,REST
179,-0.001620369714313443,-0.0018006845270146332,-0.0019933851246253563,-0.001845129170057188,-0.002812232534356693,0.00015051113385118354,-0.0011412948758847794,-0.0018438341026942398,-0.0017990703804794536,-0.0036376584399598574,-0.0010443326273996572,-0.001870159662309603,-0.0030731907662283854,-0.0019425807675534376,-0.0008994343944836495,REST
180,-0.0015911068667483156,-0.001803603490389532,-0.001996471161406015,-0.0018504848486570985,-0.0028152489522644815,0.000160993351536724,-0.001150770178419975,-0.001850854827757556,-0.0017948593726476055,-0.0036389358818143935,-0.0010365342734161057,-0.0018753640364287207,-0.0030819130430542645,-0.0019542132969899615,-0.0008998827605809336,REST
181,-0.0015616227234970614,-0.0018062659923828387,-0.0019995309225720433,-0.0018555177258453247,-0.00281843120214946,0.00017126577484768721,-0.0011601210871516384,-0.0018581172163292625,-0.0017909706896380296,-0.0036405261873402777,-0.0010287662941930965,-0.0018806361204554748,-0.003090530256876998,-0.001965695533513658,-0.0009005041854644589,REST
182,-0.0015319375427285818,-0.0018086665850884777,-0.002002558876434103,-0.0018602220338621886,-0.0028217623891894847,0.0001813269021851499,-0.0011693387195538007,-0.0018656090601304215,-0.001787398405218085,-0.003642421535233405,-0.0010210264819194874,-0.0018859660332720312,-0.0030990341363348233,-0.001977015799859983,-0.0009012979327931026,REST
183,-0.0015020715213642974,-0.001810800117016652,-0.00200554950867617,-0.0018645922044017293,-0.002825225826021203,0.00019117519008760242,-0.001178414243279507,-0.0018733181540836659,-0.0017841364059935966,-0.0036446140568677683,-0.0010133126026879518,-0.0018913438585123,-0.0031074164954461025,-0.0019881626354533734,-0.000902263136209275,REST
184,-0.0014720447806457122,-0.0018126617405735666,-0.0020084973287858945,-0.0018686228754453728,-0.002828805054184073,0.00020080905464677992,-0.001187338885692597,-0.0018812323117661498,-0.0017811783979108028,-0.0036470958481487413,-0.0010056224007544568,-0.0018967596545080003,-0.003115669243051424,-0.0019991248098025034,-0.0009033990197047603,REST
185,-0.0014418773519332302,-0.001814246919106162,-0.0020113968764218014,-0.0018723088978908383,-0.002832483864962282,0.00021022687308815742,-0.0011961039433422134,-0.0018893393806096127,-0.001778517912891617,-0.00364985898110933,-0.0009979536027128364,-0.001902203464199027,-0.003123784392075544,-0.002009891335495057,-0.0009047048944289999,REST
186,-0.0014115891627478573,-0.001815551433503421,-0.002014242727711145,-0.001875645341969743,-0.002836246319602438,0.00021942698551253892,-0.0012047007913715876,-0.0018976272568304597,-0.0017761483155973256,-0.003652895515236069,-0.0009903039215800825,-0.001907665324998991,-0.003131754068599427,-0.0020204514807772994,-0.0009059902654337308,REST
187,-0.0013812000230670365,-0.0018165713883463858,-0.002017029501472364,-0.0018786275034476901,-0.002840076768886072,0.00022840769679498605,-0.0012131208928526452,-0.0019060839000733041,-0.0017740628103156651,-0.00365619750851195,-0.0009826710607882378,-0.0019131352786069672,-0.0031395705207330105,-0.0020307947817044094,-0.0009072768773848571,REST
188,-0.0013507296118854594,-0.0018173032175997435,-0.002019751865356219,-0.0018812509096008357,-0.0028439598720370763,0.00023716727863687723,-0.0012213558080381888,-0.0019146973477519955,-0.001772254447966154,-0.0036597570281642366,-0.0009750527180790401,-0.001918603380756599,-0.003147226127279662,-0.0020409110538482595,-0.0009085842067410254,REST
189,-0.00132019746405131,-0.0018177436898384664,-0.002022404541899819,-0.0018835113249632063,-0.002847880614945331,0.00024570397176684657,-0.0012293972035233927,-0.0019234557290727428,-0.0017707161332183273,-0.0036635661611059004,-0.0009674465892977511,-0.001924059710893864,-0.003154713406183608,-0.002050790403550068,-0.0009099294463450453,REST
190,-0.0012896229573879556,-0.0018178899130037083,-0.002024982314487927,-0.0018854047568393022,-0.002851824327688999,0.00025401598828595515,-0.001237236861308463,-0.001932347278724542,-0.0017694406317175124,-0.003667617024059802,-0.000959850372082851,-0.001929494381774937,-0.0031620250227520365,-0.0020604232387060432,-0.0009113274912454122,REST
191,-0.0012590253001107067,-0.0018177393386827985,-0.0020274800332160323,-0.0018869274605767602,-0.0028557767013390805,0.00026210151415224106,-0.0012448666877544544,-0.0019413603502227313,-0.0017684205774125502,-0.0036719017733556573,-0.0009522617694486057,-0.0019348975489757894,-0.0031691537976438647,-0.0020698002790749456,-0.0009127909257616606,REST
192,-0.0012284235185478043,-0.0018172897659088998,-0.002029892620649884,-0.0018880759445942055,-0.002859723804031053,0.0002699587117996251,-0.0012522787224242655,-0.0019504834288921573,-0.0017676484799798203,-0.003676412614390305,-0.0009446784932577478,-0.0019402594203052556,-0.003176092714617615,-0.0020789125660972117,-0.0009143300118042046,REST
193,-0.0011978364451743803,-0.001816539344476569,-0.0020322150774763027,-0.0018888469751595538,-0.0028636520962896424,0.00027758572288582586,-0.001259465146801047,-0.001959705144477037,-0.0017671167323377718,-0.0036811418107426095,-0.0009370982675818002,-0.0019455702651135645,-0.00318283492803118,-0.002087751472216069,-0.0009159526784530384,REST
194,-0.0011672827069676825,-0.0018154865777701627,-0.002034442488040277,-0.0018892375809145081,-0.0028675484455939018,0.0002849806711638049,-0.0012664182928762467,-0.0019690142833652955,-0.0017668176182460728,-0.0036860816929349463,-0.0009295188319468958,-0.0019508204234884204,-0.0031893737700866144,-0.0020963087096918806,-0.0009176645127900264,REST
195,-0.0011367807140913932,-0.0018141303251027175,-0.0020365700257634943,-0.001889245057141053,-0.0028714001401711564,0.00029214166547099064,-0.0012731306515997736,-0.0019783998004158274,-0.001766743319983352,-0.003691224666833974,-0.0009219379444631499,-0.001956000315330978,-0.0031957027578135904,-0.0021045763389017083,-0.0009194687519651847,REST
196,-0.0011063486489164371,-0.001812469803563645,-0.0020385929584396533,-0.0018888669697662462,-0.0028751949020094066,0.00029906680283039354,-0.0012795948811847907,-0.001987850830377775,-0.0017668859260974456,-0.003696563221684014,-0.0009143533848360205,-0.001961100449304191,-0.0032018155997854225,-0.00211254677611688,-0.0009213662764601645,REST
197,-0.0010760044553851833,-0.0018105045893742765,-0.0020405066534020634,-0.0018881011591017224,-0.0028789208990792,0.00030575417165748964,-0.0012858038152598358,-0.0019973566988916547,-0.0017672374392219167,-0.0037020899377671894,-0.0009067629572582683,-0.0019661114316462704,-0.0032077062025620577,-0.002120212800752197,-0.0009233556044962447,REST
198,-0.001045765828725519,-0.0018082346187509781,-0.0020423065825592134,-0.0018869457433147556,-0.0028825667567571214,0.00031220185506658927,-0.0012917504708610784,-0.0020069069330628194,-0.0017677897839525254,-0.0037077974936850513,-0.0008991644931814887,-0.001971023974842118,-0.0032133686768548147,-0.002127567562081173,-0.0009254328875283608,REST
199,-0.0010156502055207466,-0.0018056601882762801,-0.002043988327294183,-0.0018853991216279187,-0.002886121568444279,0.00031840793427024547,-0.0012974280562577062,-0.002016491271598474,-0.0017685348147772934,-0.0037136786732572032,-0.0008915558539664369,-0.0019758289061458916,-0.0032187973434080414,-0.002134604585412504,-0.0009275919067865111,REST
200,-0.0008254143334088625,1.141708655463995e-05,-0.00023888707916669915,-0.00046646874202839044,0.00014412169731101653,-6.778134546761263e-05,-0.0008786881065877892,0.0004577409582775518,-0.00040726943636320916,-0.0004903582191795093,-0.0009484785548186199,-0.0006637168985179718,-0.0008098594268591784,-0.00046776458736417294,-0.0008553522203737699,TASK
201,-0.0008351801535195952,9.723386665529512e-06,-0.00023869218973555234,-0.00046790383303345356,0.0001563991080772005,-6.040577082724722e-05,-0.0008774296255962632,0.00045859844046243156,-0.00040643892688697035,-0.0004928377670952199,-0.0009620607262363954,-0.0006729427252668857,-0.0008214587583198654,-0.0004855357489600481,-0.0008704192830521391,TASK
202,-0.0008448757530742679,7.92277752224526e-06,-0.00023834658952945765,-0.0004691183172343576,0.00016856701971156842,-5.3074468466965375e-05,-0.0008758353910580081,0.00045902407770328135,-0.000405559397836757,-0.0004954983742601609,-0.0009751493274665101,-0.00068200932005824,-0.0008329550010394034,-0.0005035351290527329,-0.0008854286317724076,TASK
203,-0.0008544991870690146,6.017167648684953e-06,-0.0002378500913935048,-0.00047011132078094044,0.00018061144585151067,-4.580304237936127e-05,-0.0008739113583531562,0.00045901287813239174,-0.0004046411545681173,-0.0004983465175440409,-0.000987728094185263,-0.0006909112275179633,-0.0008443417213413303,-0.0005217511927384977,-0.0009003718210264113,TASK
204,-0.0008640485941390159,4.008635336789858e-06,-0.00023720272459730988,-0.00047088225963869796,0.0001925185111047728,-3.860725617013981e-05,-0.0008716638624239108,0.00045856033340459213,-0.00040369472401511437,-0.0005013883163364394,-0.0009997813974415306,-0.0006996432145262552,-0.0008556125735232307,-0.000540172107407059,-0.0009152404769852364,TASK
205,-0.0008735221988274137,1.8994221181974416e-06,-0.00023640473825493083,-0.00047143084435122387,0.0002042744564301574,-3.1503017676243336e-05,-0.0008690996135472453,0.0004576624217441285,-0.0004027308419415535,-0.0005046295265618067,-0.0010112942678900424,-0.0007082002784015509,-0.0008667613098982858,-0.0005587857596558817,-0.0009300263090282535,TASK
206,-0.0008829183136578562,-3.080740172408476e-07,-0.0002354566044609675,-0.0004717570844321279,0.00021586564430015336,-2.4506363279942734e-05,-0.0008662256926584132,0.00045631561038269523,-0.0004017604398329713,-0.0005080755352379774,-0.0010222524192625613,-0.0007165776547972561,-0.0008777817907432359,-0.0005775797725954557,-0.000944721121129419,TASK
207,-0.0008922353410098616,-2.611305643519655e-06,-0.00023435902113559247,-0.0004718612923772183,0.0002272785636526543,-1.7633441932499302e-05,-0.0008630495462270403,0.00045451685739049684,-0.00040079463144297755,-0.0005117313555798843,-0.0010326422710433178,-0.0007247708252984255,-0.0008886679941370941,-0.0005965415235197598,-0.0009593168230861762,TASK
208,-0.0009014717747964292,-5.007583148164863e-06,-0.00023311291457161018,-0.00047174408728824365,0.00023849983463929375,-1.090049890143421e-05,-0.000859578980687987,0.00045226361290299176,-0.00039984469900805457,-0.0005156016226492769,-0.0010424509703160128,-0.0007327755247059841,-0.0008994140256750857,-0.0006156581619155934,-0.000973805441576609,TASK
209,-0.0009106262019437484,-7.494082196258134e-06,-0.00023171944167702522,-0.0004714063980999894,0.00024951621317839147,-4.323859255889618e-06,-0.0008558221564298662,0.00044955381974680564,-0.00039892207914544076,-0.0005196905895505197,-0.0010516664127506656,-0.0007405877479964378,-0.0009100141280423658,-0.0006349166277839771,-0.0009881791310306586,TASK
210,-0.0009196973036731567,-1.006785139518883e-05,-0.0002301799919069901,-0.0004708494664029825,0.00026031459532076283,2.0800888950636264e-06,-0.0008517875813445812,0.0004463859134690362,-0.00039803834844917617,-0.0005240021241717672,-0.0010602772626995879,-0.0007482037569454814,-0.0009204626904322974,-0.0006543036702463994,-0.0010024301843015162,TASK
211,-0.0009286838565858258,-1.2725820146214801e-05,-0.0002284961888794047,-0.0004700748488546834,0.0002708820214370382,8.294911395875435e-06,-0.0008474841039417848,0.00044275882177499676,-0.0003972052087999141,-0.0005285397064700083,-0.0010682729723728314,-0.0007556200864043303,-0.000930754257794168,-0.0006738058664082574,-0.0010165510431235465,TASK
212,-0.0009375847335510121,-1.5464806668631767e-05,-0.00022666989166883478,-0.00046908441917247346,0.0002812056802353963,1.4304145254066022e-05,-0.0008429209060328576,0.00043867196338016445,-0.0003964344724044997,-0.0005333064262977296,-0.0010756438000645427,-0.000762833550218061,-0.0009408835398955084,-0.0006934096404515261,-0.0010305343083434411,TASK
213,-0.00094639890439901,-1.8281526182099394e-05,-0.0002247031957738686,-0.00046788036970238524,0.00029127291261892344,2.0091316049838232e-05,-0.0008381074949894028,0.00043412524628289024,-0.00039573804658181715,-0.0005383049817682254,-0.001082380827402805,-0.0007698412467757123,-0.0009508454201843199,-0.0007131012829283197,-0.0010443727499115521,TASK
214,-0.0009551254364202868,-2.1172599232416854e-05,-0.0002225984337534282,-0.0004664652125580287,0.0003010712153920155,2.5639955529353276e-05,-0.0008330536955819182,0.0004291190654650975,-0.0003951279183117747,-0.0005435376781557091,-0.001088475975596731,-0.000776640564182406,-0.0009606349644368468,-0.0007328669702267769,-0.001058059316620748,TASK
215,-0.0009637634946725692,-2.413456014585492e-05,-0.00022035817552800942,-0.0004648417803247588,0.00031058824482550426,3.093361936492805e-05,-0.0008277696414048084,0.0004236543000289719,-0.00039461613856474744,-0.0005490064273258688,-0.0010939220206557798,-0.0007832291850442204,-0.0009702474291767107,-0.0007526927841804438,-0.0010715871455803643,TASK
216,-0.0009723123420980101,-2.7163865596935136e-05,-0.00021798522834226954,-0.00046301322632471035,0.00031981182009034744,3.5955905065067275e-05,-0.000822265765894501,0.0004177323097783303,-0.0003942148064291438,-0.0005547127476915522,-0.0010987126075575084,-0.0007896050908570943,-0.0009796782698515889,-0.0007725647317921241,-0.001084949571413332,TASK
217,-0.000980771339452797,-3.0256903274403614e-05,-0.0002154826363858319,-0.0004609830244389292,0.0003287299265698981,4.069047001695929e-05,-0.0008165527929479078,0.0004113549312539934,-0.0003939360530551666,-0.0005606577646878005,-0.0011028422633412704,-0.0007957665659915615,-0.00098892314875389,-0.0007924687650430553,-0.001098140135164797,TASK
218,-0.0009891399450519356,-3.341000062998472e-05,-0.00021285368006964067,-0.00045875496848337284,0.00033733071906089747,4.5121049643721036e-05,-0.0008106417271490848,0.0004045244732332116,-0.00039379202543316535,-0.0005668422117594864,-0.001106306409106724,-0.0008017122012656564,-0.0009979779426722173,-0.0008123908007581019,-0.0011111525929110204,TASK
219,-0.0009974177143321837,-3.6619433694402544e-05,-0.00021010187495567147,-0.0004563331711362348,0.0003456025248734448,4.923147565842183e-05,-0.0008045438436124191,0.00039724371170381386,-0.00039379487002529187,-0.0005732664318545167,-0.0011091013708972725,-0.0008074408970989144,-0.001006838750260773,-0.0008323167404976464,-0.0011239809240577003,TASK
220,-0.0010056042992364188,-3.9881435945050695e-05,-0.00020723097033827466,-0.00045372206241461475,0.0003535338468402823,5.3005694396647996e-05,-0.000798270677451247,0.000389515884324344,-0.0003939567162695169,-0.0005799303794144446,-0.0011112243894500556,-0.0008129518662409231,-0.0010155018991142115,-0.0008522324904467996,-0.001136619339317269,TASK
221,-0.0010136994474229792,-4.319220720962988e-05,-0.00020424494747590797,-0.0004509263876991478,0.00036111336624575343,5.6427785209102444e-05,-0.0007918340128812954,0.00038134468438210273,-0.0003942896599753097,-0.0005868336228541879,-0.0011126736287954304,-0.0008182446360685148,-0.0010239639525358784,-0.0008721239812725751,-0.0011490622883552207,TASK
222,-0.001021703001303813,-4.6547922590028544e-05,-0.0002011480174724993,-0.00044795120530590225,0.0003683299456848436,5.948197889549893e-05,-0.0007852458719688738,0.000372734254261549,-0.00039480574663057044,-0.0005939753475214936,-0.0011134481836903537,-0.0008233190504462275,-0.001032221715987725,-0.0008919771879197524,-0.001161304467095814,TASK
223,-0.0010296148969155022,-4.9944741390700197e-05,-0.00019794461880817243,-0.0004448018836054072,0.00037517263186268333,6.215267616083144e-05,-0.0007785185030342144,0.00036368917843609695,-0.0003955169546396304,-0.0006013543591265283,-0.001113548085871541,-0.0008281752711453186,-0.0010402722432106737,-0.0009117781493162346,-0.0011733408246781165,TASK
224,-0.001037435162627491,-5.337881603580558e-05,-0.00019463941451956302,-0.00044148409768933353,0.00038163065834486456,6.442446607483703e-05,-0.000771664368720907,0.00035421447599688367,-0.00039643517851237903,-0.0006089690876311897,-0.0011129743091157452,-0.0008328137788171869,-0.001048112842004633,-0.0009315129879588616,-0.0011851665700536801,TASK
225,-0.0010451639176920846,-5.684630095940626e-05,-0.00019123728903042855,-0.000438003825586008,0.0003876934482688296,6.628214451536226e-05,-0.0007646961337427883,0.0003443155927325679,-0.0003975722120247218,-0.0006168175915873331,-0.001111728773096012,-0.000837235373517712,-0.0010557410796578144,-0.0009511679293508344,-0.0011967771782176715,TASK
226,-0.0010528013706410438,-6.034336145306418e-05,-0.00018774334463378623,-0.00043436734402648716,0.0003933506170265352,6.771073257612362e-05,-0.0007576266523202108,0.00033399839277473224,-0.00039893973137082193,-0.000624897562912344,-0.0011098143460242847,-0.0008414411747796107,-0.0010631547880155022,-0.0009707293212621272,-0.0012081683960657908,TASK
227,-0.0010603478175337513,-6.386618245528183e-05,-0.00018416289762727294,-0.00043058122376366366,0.0003985919749284282,6.86954949192491e-05,-0.0007504689553179543,0.00032326914982391917,-0.0004005492783276272,-0.0006332063320903411,-0.0011072348460722812,-0.0008454326212305918,-0.0010703520681789426,-0.0009901836527845403,-0.0012193362478697053,TASK
228,-0.001067803640062225,-6.741097726730864e-05,-0.00018050147410395205,-0.00042665232444742413,0.0004034075298586434,6.922195805285085e-05,-0.0007432362370976066,0.00031213453797175,-0.0004024122434524248,-0.0006417408737864116,-0.0011039950415641067,-0.0008492114697556814,-0.0010773312948254617,-0.00100951757315336,-0.0012302770403643287,TASK
229,-0.001075169303518394,-7.09739961799887e-05,-0.00017676480540126954,-0.0004225877890595274,0.0004077874899311421,6.927592851377898e-05,-0.0007359418420976398,0.00030060162213501126,-0.00040453984933413133,-0.0006504978128610924,-0.0011001006499356634,-0.0008527797942027748,-0.0010840911201415425,-0.0010287179103079438,-0.00124098736744074,TASK
230,-0.001082445354629253,-7.455153499647053e-05,-0.00017295882321137295,-0.00041839503791254274,0.0004117222661562996,6.884351093563849e-05,-0.0007285992511547689,0.0002886778481179592,-0.0004069431339192424,-0.00065947343077179,-0.0010955583354574378,-0.0008561399836310951,-0.0010906304773610665,-0.0010477716891639502,-0.0012514641144390163,TASK
231,-0.0010896324192657212,-7.813994343576524e-05,-0.00016908965435649345,-0.00041408176221774894,0.0004152024751272155,6.791112598205821e-05,-0.0007212220675806929,0.0002763710323194636,-0.00040963293393328905,-0.0006686636723473338,-0.0010903757057189282,-0.0008592947401029095,-0.0010969485839014996,-0.0010666661495703543,-0.0012617044620358586,TASK
232,-0.0010967312000311424,-8.173563340237438e-05,-0.00016516361523359786,-0.00040965591722756867,0.0004182189417347688,6.64655281252175e-05,-0.0007138240030086271,0.00026368935110192374,-0.00041261986841875805,-0.0006780641529216413,-0.0010845613068744683,-0.0008622470760194761,-0.0011030449440913822,-0.0010853887639248768,-0.001271705889722325,TASK
233,-0.0011037424737355864,-8.53350871073892e-05,-0.00016118720593299226,-0.0004051257149587039,0.000420762701920133,6.449382324954389e-05,-0.0007064188630244543,0.000250641329839222,-0.000415914322410399,-0.0006876701658119407,-0.001078124617651892,-0.000865000311002898,-0.0011089193514830385,-0.0011039272544219577,-0.0012814661788676067,TASK
234,-0.0011106670887622012,-8.893486502675692e-05,-0.00015716710403606874,-0.00040049961650276145,0.00042282500547317025,6.198348606057877e-05,-0.0006990205325976824,0.00023723583166122337,-0.0004195264307688025,-0.0006974766901267611,-0.0010710760421270239,-0.000867558068326164,-0.0011145718907450263,-0.0011222696099079633,-0.001290983415365239,TASK
235,-0.001117505962332021,-9.253161368264336e-05,-0.00015311015809785206,-0.00039578632393175004,0.0004243973188847709,5.8922377278955895e-05,-0.000691642961327721,0.00022348204591260808,-0.00042346606219312473,-0.0007074783988885733,-0.00106342690126863,-0.0008699242708943444,-0.001120002939129453,-0.0011404041023188856,-0.0013002559918587606,TASK
236,-0.0011242600776737595,-9.612207323413748e-05,-0.00014902338082049433,-0.00039099477180644664,0.0004254713282608608,5.5298760599555355e-05,-0.0006843001485213381,0.00020938947634400898,-0.0004277428034337036,-0.0007176696674556268,-0.0010551894232600446,-0.000872103136780546,-0.0011252131675098765,-0.0011583193026764357,-0.001309282609544318,TASK
237,-0.0011309304811052238,-9.97030848638599e-05,-0.00014491394192433387,-0.000386134118296213,0.00042603894230539566,5.1101319395888167e-05,-0.0006770061281174583,0.00019496792905366017,-0.00043236594372524876,-0.0007280445822273398,-0.0010463767326052956,-0.0008740991743208964,-0.0011302035409861341,-0.0011760040966190856,-0.0013180622795482939,TASK
238,-0.001137518279033069,-0.00010327159794735167,-0.00014078916072360565,-0.00038121373591939176,0.00042609229537925804,4.631917314994302e-05,-0.0006697749534757633,0.0001802275001978793,-0.0004373444594611372,-0.0007385969496173776,-0.001037002838029134,-0.0008759171767734404,-0.0011349753190530748,-0.0011934476994452821,-0.0013265943238785667,TASK
