hz,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,Marker
605,0.0009488362036392064,0.0003666112747148068,0.0006073371029542239,0.0010655857950287633,-0.00035249201215196193,-0.0007922262383010424,0.00043902105749498446,0.0005195318853506697,0.00019206647629883464,0.0012664339954538875,-0.0024618041224882237,-7.820715977494507e-05,0.0006760875209535762,0.00017028390367294498,-0.0032982004384465432,TASK
606,0.0009616608664076022,0.00038513772249399304,0.0006407545477778412,0.001105546897443114,-0.00028101115040540776,-0.0007463190611281467,0.00045931549541265883,0.0005597512765350523,0.0002546589086706863,0.0013121836700623907,-0.0024123814215489636,-2.7652176895841696e-05,0.0007230834029542904,0.00020826356010418496,-0.0033060333507473503,TASK
607,0.0009739273415591073,0.0004040627694822756,0.0006742947201208987,0.0011455034233776554,-0.00020835310036133712,-0.0007005659519772114,0.0004796027400670308,0.0006005225117529137,0.0003169186071649519,0.001358632557906826,-0.0023621609839323482,2.2901430527219103e-05,0.0007702698397523964,0.00024659697679156866,-0.00331390773376406,TASK
608,0.0009856330183409278,0.00042337277788053043,0.0007079309360662808,0.0011854398640836798,-0.00013458030509758096,-0.0006550185633396324,0.0004998669030319726,0.0006418165267360063,0.00037879591361097606,0.0014057502034489856,-0.0023111819425946332,7.341452341433645e-05,0.0008176154816810482,0.0002852551058706979,-0.003321801630174959,TASK
609,0.0009967756956498334,0.000443053512049351,0.0007416361992565766,0.0012248605034103303,-5.9756727370823296e-05,-0.000609728562546479,0.0005200924481407565,0.0006836035203062037,0.0004402413286694344,0.0014535052755228067,-0.0022594844095920326,0.00012384767890413393,0.0008650884997988492,0.00032420814455103736,-0.003329694539746065,TASK
610,0.0010073535829098108,0.0004630901527044552,0.0007753832278536387,0.0012638157820536843,1.6052213020650288e-05,-0.0005647475781392558,0.0005402647523237048,0.0007258529786430484,0.0005012055569528609,0.0015018655918038507,-0.0022071094326618053,0.00017416122866738834,0.0009126566160080169,0.0003634255645018647,-0.003337567405736077,TASK
611,0.0010173653005293467,0.0004834673118887964,0.0008091444819123502,0.0013028132797040873,9.277970370568636e-05,-0.0005201271461494209,0.0005603709134982817,0.0007685337004680346,0.0005616395520136318,0.0015507981443017272,-0.002154098950624052,0.000224315297692052,0.0009602871338490527,0.00040287614234577957,-0.003345402600062353,TASK
612,0.0010268098799379101,0.0005041690487049449,0.0008428921911388093,0.0013419522054854776,0.00017035760597305445,-0.0004759186563436325,0.0005804007023026006,0.0008116138231235644,0.0006214945611551828,0.0016002691258532042,-0.002100495747657167,0.0002742698434983592,0.0010079469699390037,0.00044252799122725,-0.0033531839072119085,TASK
613,0.001035686763201715,0.0005251788857903004,0.0008765983830027229,0.0013813306127100713,0.0002487165226986107,-0.0004321732984918355,0.000600347358716211,0.0008550608495233732,0.0006807221700223418,0.0016502439575927928,-0.0020463434065013156,0.0003239846957420071,0.001055602686019712,0.00048234859342213387,-0.003360896506891836,TASK
614,0.0010439958022193136,0.0005464798265166872,0.0009102349111731842,0.0014210454008264138,0.00032778586789496567,-0.00038894200871542007,0.0006202076404631827,0.0008988416759500574,0.0007392743469269006,0.001700687317376145,-0.0019916862606456356,0.00037341959616277566,0.0011032205215814788,0.0005223048339526245,-0.0033685269554223577,TASK
615,0.0010517372574981197,0.0005680543728949468,0.0009437734842466532,0.0014613664812576641,0.0004074939378096344,-0.0003462754159726995,0.0006397791645356944,0.0009429226206741988,0.0007971034868647603,0.0017515631691304209,-0.001936569345556222,0.0004225342388354382,0.0011507664270267444,0.000562363035170618,-0.003376063165881948,TASK
616,0.0010589117965133824,0.0005898845441641565,0.0009771856947355597,0.0015013566508107609,0.00048776798349564317,-0.0003042237887389635,0.000659084980179619,0.0009872694533684897,0.0008541624551812906,0.0018028347931046734,-0.001881038349003121,0.00047128831067922187,0.0011982060973377115,0.000602488992271099,-0.003383494387018416,TASK
617,0.0010655204916516995,0.0006119518960442156,0.0010104430482854765,0.0015409709371262677,0.0005685342847766104,-0.00026283698193822714,0.0006781454565786694,0.001031847425289161,0.000910404630841861,0.0018544648169919907,-0.0018251395605458028,0.0005196415321817233,0.0012455050062109472,0.0006426480096957613,-0.003390811180942193,TASK
618,0.0010715648177415868,0.0006342375406296187,0.001043516993088595,0.001580159898837483,0.0006497182255264302,-0.0002221643841837078,0.0006969783360148173,0.0010766213001959877,0.0009657839492648704,0.0019064152478941198,-0.0017689198202375665,0.0005675536982926522,0.001292628440621453,0.0006828049383857843,-0.0033980053996200002,TASK
619,0.0010770466491741477,0.0006567221669013753,0.0010763789494608487,0.001618869581156248,0.0007312443701819533,-0.00018225486538378337,0.0007155987883667853,0.0011215553859811236,0.0010202549446750495,0.0019586475050981226,-0.001712426466610427,0.0006149847194425084,0.0013395415357779273,0.000722924213841386,-0.003405070160187949,TASK
620,0.0010819682566173706,0.0006793860618331954,0.001109000339549805,0.0016570420823913755,0.0008130365414053403,-0.00014315672476996775,0.0007340194670280714,0.001166613566975986,0.0010737727919352485,0.002011122453633524,-0.0016557072840029383,0.0006618946626409214,0.0013862093104304281,0.0007629698949445923,-0.003411999819104232,TASK
621,0.0010863323033280246,0.0007022091320672315,0.001141352617140219,0.0016946162751472387,0.0008950178988112022,-0.00010491763940305909,0.0007522505663058602,0.0012117593369044926,0.0011262933478154284,0.0020638004385774107,-0.0015988104492942435,0.0007082437926091821,0.0014325967024909814,0.0008029057035004551,-0.003418789945162527,TASK
622,0.0010901418410656448,0.0007251709261339043,0.001173407297523942,0.0017315284465603078,0.0009771110186721408,-6.75846132132433e-05,0.0007702998803302843,0.0012569558324500248,0.0011777731916581388,0.0021166413200738765,-0.0015417844781084713,0.0007539926129012079,0.0014786686049272995,0.0008426950644508618,-0.0034254372913880486,TASK
623,0.001093400305613547,0.0007482506571895636,0.0012051359874007642,0.0017677127716518464,0.0010592379745149002,-3.1203926629454096e-05,0.0007881728634732662,0.0013021658674025717,0.0012281696654003497,0.0021696045090332993,-0.001484678170554257,0.0007991019069671342,0.0015243899018891236,0.0008823011467140127,-0.0034319397658395083,TASK
624,0.0010961115119122575,0.00077142722624504,0.0012365104147766138,0.001803101619083123,0.0011413204185180793,4.178913147216017e-06,0.0008058726922530411,0.0013473519673516511,0.001277440912912123,0.0022226490034758886,-0.0014275405565648076,0.000843532779113511,0.0015697255050265047,0.0009216869046016286,-0.0034382964013412705,TASK
625,0.001098279648811272,0.00079467924585742,0.0012675024588254939,0.0018376257264105156,0.0012232796636211312,3.851922117186293e-05,0.000823400328685345,0.0013924764048898323,0.0013255459186132987,0.002275733425483175,-0.0013704208409044743,0.0008872466953141329,0.0016146403899587323,0.0009608151197650246,-0.00344450732417116,TASK
626,0.0010999092734453716,0.0008179850642567687,0.001298084179681529,0.001871214290420284,0.0013050367662533191,7.17731830323109e-05,0.000840754585033751,0.0014375012352908405,0.0013724445453300942,0.0023288160587201217,-0.0013133683479082411,0.0009302055238254716,0.0016590996328524964,0.0009996484436202743,-0.003450573721730681,TASK
627,0.0011010053052423478,0.0008413227898788611,0.0013282278481274645,0.0019037950117620395,0.0013865126095903109,0.00010389790232100658,0.0008579321899076842,0.0014823883326255303,0.0014180975713542173,0.002381854886489821,-0.0012564324660209174,0.000972371575560788,0.0017030684470674485,0.0010381494402019024,-0.003456497809225529,TASK
628,0.001101573019569257,0.0008646703162744281,0.0013579059751460333,0.0019357478369508062,0.0014676279872452196,0.00013485144725017392,0.000874927855655346,0.0015270994262782675,0.0014624667266679517,0.0024348076302818608,-0.0011996625922031322,0.001013707644177032,0.001746512219827198,0.0010762806293937142,-0.003462282795385442,TASK
629,0.001101618041024851,0.000888005347364866,0.001387091341300638,0.0019670523901878455,0.0015483036873001422,0.0001645928963589727,0.0008917343469986968,0.0015715961378256513,0.0015055147282994586,0.002487631788774821,-0.0011431080762714075,0.0010541770458289705,0.0017893965488735273,0.0011140045304847519,-0.0034679328472536157,TASK
630,0.0011011463363861979,0.0009113054230138538,0.0014157570259120853,0.0019976891483998453,0.0016284605765835996,0.00019308238326228618,0.0009083425508579087,0.001615840018238829,0.0015472053147733956,0.002540284677252553,-0.0010868181652397423,0.0010937436585449752,0.0018316872790615345,0.001151283705997663,-0.0034734530540770025,TASK
631,0.0011001642072179497,0.0009345479448838435,0.0014438764359980402,0.002027639411362525,0.001708019685098734,0.00022028114039168603,0.0009247415473128192,0.001659792585370153,0.0015875032796229091,0.0025927234673933375,-0.0010308419477301684,0.0011323719611793944,0.0018733505388533757,0.0011880808057362256,-0.003478849390329847,TASK
632,0.001098678282153087,0.0009577102025459659,0.0014714233349422431,0.0020568851435353677,0.001786902290506697,0.00024615154168014725,0.0009409186816487624,0.001703415361684325,0.00162637450392992,0.0026449052273903586,-0.0009752282985197004,0.0011700270718966288,0.0019143527766680955,0.0012243586109982726,-0.003484128677903931,TASK
633,0.0010966955088543323,0.0009807693998114958,0.0014983718708607816,0.00208540880080082,0.001865030002569343,0.00027065714414308873,0.0009568596374337579,0.001746669912193724,0.0016637859878616465,0.002696786962361402,-0.0009200258232909615,0.0012066747861424446,0.001954660797045289,0.001260080078899813,-0.0034892985474998714,TASK
634,0.001094223145665858,0.0010037026812526784,0.0015246966046328345,0.002113193195413556,0.0019423248474551467,0.00029376272830947635,0.00097254851057335,0.0017895178825572049,0.0016997058811722924,0.0027483256550051758,-0.0008652828036535927,0.001242281614058528,0.0019942417965802513,0.001295208386755751,-0.0034943673992549346,TASK
635,0.0010912687529652256,0.0010264871588803858,0.0015503725375638601,0.002140221414177047,0.0020187093518121723,0.0003154343374578317,0.0009879678842886648,0.0018319210373011826,0.0017341035126398683,0.002799478306461197,-0.0008110471425032225,0.0012768148172967232,0.0020330633995883987,0.0013297069764623753,-0.0034993443626436136,TASK
636,0.0010878401842258543,0.0010490999389458169,0.0015753751386493099,0.0021664767846082214,0.002094106626511943,0.0003356393156132273,0.0010030989049624561,0.001873841298121555,0.00176694941840915,0.002850201977329764,-0.0007573663097844224,0.0013102424451899727,0.0020710936934571276,0.0013635395988264604,-0.003504239255688157,TASK
637,0.0010839455768006717,0.0010715181488332357,0.0015996803714075792,0.0021919428760536733,0.00216844044996822,0.00035434634426259127,0.0010179213587971309,0.0019152407822246565,0.0017982153692129394,0.002900453828808185,-0.0007042872887235927,0.0013425333702375185,0.002108301263643152,0.0013966703577857516,-0.003509062543517107,TASK
638,0.0010795933424378834,0.0010937189640105294,0.001623264720251157,0.0022166035221583887,0.0022416353509349344,0.000371525477746968,0.0010324137492280163,0.0019560818406652394,0.0018278743964448255,0.0029501911638991274,-0.00065185652259721,0.0013736573228626653,0.002144655228274091,0.0014290637544654356,-0.0035138252963106157,TASK
639,0.00107479215754017,0.0011156796350042316,0.0016461052163655567,0.0022404428538481897,0.0023136166906879,0.0003871481772907174,0.0010465533750344824,0.0019963270966392027,0.0018559008170578985,0.00299937146864672,-0.0006001198621002086,0.0014035849254019632,0.0021801252723129667,0.001460684731015236,-0.003518539146672039,TASK
640,0.00106955095317884,0.0011373775143655703,0.0016681794630659702,0.0022634453356041376,0.0023843107444954303,0.0004011873436290603,0.0010603164090909262,0.002035939483688758,0.0018822702572649356,0.0030479524533557623,-0.0005491225133786035,0.0014322877252855343,0.0022146816812450214,0.0014914987141717844,-0.003523216246466088,TASK
641,0.0010638789048748112,0.0011587900835940174,0.001689465660602288,0.0022855958010016934,0.0024536447822835475,0.00041361734819679173,0.0010736779776991188,0.002074882283777485,0.0019069596750168807,0.0030958920937493198,-0.00049890898678964,0.0014597382273689825,0.0022482953742464697,0.0015214716584910457,-0.0035284156029054504,TASK
642,0.0010577854221585253,0.0011798949799848098,0.0017099426303835812,0.0023068794857871162,0.0025215471484022443,0.0004244140628425195,0.0010866122404429672,0.0021131191651927624,0.001929947381237598,0.003143148672019859,-0.00044952304645190554,0.0014859099253781943,0.0022809379367953746,0.0015505700891957736,-0.003534082489389891,TASK
643,0.0010512801379211625,0.0012006700233669371,0.001729589838593813,0.002327282058158304,0.0025879473404000226,0.00043355488803426033,0.0010990924705063178,0.0021506142202330847,0.0019512130597941608,0.0031896808177290063,-0.00040100766064691824,0.0015107773324292205,0.002312581652685384,0.0015787611445832199,-0.0035401664782878364,TASK
644,0.0010443728975697637,0.0012210932426981618,0.001748387419171209,0.0023467896466026297,0.002652776086714926,0.00044101877952385394,0.0011117336951076493,0.002187332002637695,0.001970737786183171,0.0032354475485110367,-0.00035340495313264625,0.0015343160105863638,0.0023431995354036067,0.0016060126179386577,-0.0035466206793115635,TASK
645,0.0010370737479990717,0.0012411429024837312,0.0017663161961243429,0.0023653888658643515,0.002715965423191304,0.00044678627343922744,0.0011244290377457019,0.0022232375647162437,0.0019885040449149584,0.0032804083105352913,-0.0003067561554283434,0.0015565025994225719,0.002372765358834541,0.0016322929989007083,-0.0035534007103107078,TASK
646,0.0010293929263931305,0.0012607975289856412,0.0017833577051587744,0.002383066841579363,0.0027774487683327217,0.00045083950977519837,0.0011370766678694716,0.0022582964941361815,0.0020044957455787314,0.0033245230186827305,-0.0002611015601289339,0.001577314843547271,0.0024012536872527234,0.0016575715142248518,-0.0035601270779112852,TASK
647,0.0010213408488698463,0.0012800359361894353,0.0017994942145887491,0.0023998112339756574,0.0028371609972027,0.0004531622542551974,0.0011484503163801559,0.0022924749503258953,0.002018698237573144,0.0033677520963921737,-0.00021648047530586066,0.001596731619067802,0.0024286399045673336,0.0016818181678921365,-0.003566800394761096,TASK
648,0.0010129280989819031,0.0012988372514958373,0.0018147087455093337,0.002415610260883456,0.0028950385138863392,0.000453739918537996,0.0011585925427241334,0.0023257397004517854,0.0020310983234880352,0.003410056515131767,-0.0001729311800501243,0.0016147329589518114,0.0024549002427829824,0.0017050037805106848,-0.0035734200936648644,TASK
649,0.0010041654160875791,0.0013171809411047556,0.0018289850912050504,0.002430452720173869,0.002951019322427399,0.0004525595787452743,0.0011675368913004376,0.002358058154927861,0.002041684271124501,0.0034513978334517114,-0.00013049088121170238,0.0016313000772589896,0.0024800118096414614,0.0017271000279582072,-0.0035799845168610887,TASK
650,0.000995063683605133,0.0013350468350595158,0.0018423078357720662,0.0024443280116632606,0.003005043096156948,0.00044960999228763326,0.0011753089801071932,0.002389398402416672,0.0020504458241417654,0.003491738235574457,-8.919567138823258e-05,0.001646415392211843,0.002503952615410403,0.0017480794792145806,-0.00358649122255074,TASK
651,0.0009856339171645653,0.0013524151519195855,0.001854662371931641,0.002457226158481063,0.0030570512453314508,0.00044488161296847096,0.001181928850930788,0.002419729244280963,0.002057374211320729,0.003531040569479027,-4.90804882142099e-05,0.0016600625480763225,0.002526701598785422,0.0017679156333343013,-0.003592937318483597,TASK
652,0.0009758872526706722,0.001369266523030396,0.0018660349180137144,0.0024691378278933647,0.0031069869829999015,0.00043836660434696867,0.0011874133572647217,0.002449020228445709,0.0020624621544354724,0.0035692683844365113,-1.0179075000438828e-05,0.0016722264358244713,0.0025482386518733495,0.0017865829555095151,-0.003599319732526443,TASK
653,0.0009658349342913612,0.0013855820163593971,0.0018764125340901073,0.0024800543515933558,0.003154795389021565,0.0004300588513432666,0.0011917780405590304,0.002477241682630831,0.0020657038747253554,0.0036063859679543193,2.747605722821047e-05,0.001682893212552535,0.0025685446442253617,0.0018040569121752835,-0.003605635394342386,TASK
654,0.0009554883023853177,0.0014013431598678874,0.0018857831372380166,0.002489967745501204,0.0032004234721578276,0.0004199539700708089,0.0011950383652373233,0.0025043647469154126,0.00206709509796177,0.003642358382087251,6.385366625036542e-05,0.0016920503196292207,0.002587601445889432,0.0018203140051097299,-0.0036118813364062635,TASK
655,0.0009448587813831069,0.001416531964388735,0.0018941355159153076,0.002498870729146334,0.0032438202301637957,0.0004080493158827177,0.0011972103971940255,0.0025303614055947705,0.0020666330581050195,0.003677151499074055,9.892381367645293e-05,0.0016996864995503414,0.0026053919494530035,0.0018353318044828258,-0.0036180547358033977,TASK
656,0.000933957867635892,0.0014311309459806784,0.001901459343430148,0.0025067567447139847,0.0032849367078074273,0.00039434398962095193,0.001198311086418653,0.002555204518292504,0.0020643164995482054,0.0037107320362588002,0.00013265789844495884,0.001705791811477288,0.00262190009104758,0.0018490889808086756,-0.0036241529193179705,TASK
657,0.0009227971172458987,0.0014451231477304585,0.0019077451904885015,0.0025136199757965234,0.003323726052746289,0.0003788388420589762,0.0011983583123548094,0.0025788678502902465,0.002060145677946394,0.003743067590257036,0.00016502868874574707,0.0017103576454383282,0.0026371108702883386,0.0018615653357573435,-0.0036301733497657277,TASK
658,0.0009113881338928263,0.001458492160974721,0.0019129845368040673,0.0025194553657596117,0.0033601435691943482,0.00036153647653054135,0.0011973708145508147,0.0026013261020386164,0.002054122359630802,0.003774126670327488,0.00019601035233146808,0.0017133767351731307,0.0026510103691227385,0.0018727418317835954,-0.003636113605520126,TASK
659,0.0008997425566703191,0.0014712221459142897,0.0019171697817562906,0.0025242586353718365,0.0033941467693137193,0.0003424412497391846,0.0011953680880645422,0.002622554937813687,0.0020462498196090802,0.003803878730910779,0.0002255784851800688,0.00171484316960241,0.002663585769563652,0.0018826006205311149,-0.0036419713599112787,TASK
660,0.0008878720479466401,0.0014832978515941044,0.0019202942540831013,0.0025280262989230504,0.0034256954222687355,0.00032155927074498623,0.0011923702864276547,0.0026425310134840898,0.002036532838154275,0.0038322942032975554,0.0002537101384734185,0.0017147524029060596,0.002674825370283497,0.0018911250699723114,-0.003647744363491526,TASK
661,0.0008757882812635766,0.0014947046352229239,0.0019223522205961822,0.0025307556774816944,0.003454751600882406,0.0002988983981270844,0.0011883981492860384,0.0026612320033547565,0.0020249776959863856,0.003859344526389195,0.00028038384385916184,0.0017131012631947627,0.00268471860204728,0.0018982997902449992,-0.0036534304301387515,TASK
662,0.0008635029292875756,0.0015054284808076117,0.0019233388939076173,0.0025324449073134293,0.00348127972583793,0.00027446823532244007,0.0011834729566860653,0.0026786366260542673,0.0020115921680518667,0.003885002176515288,0.0003055796369649833,0.0017098879597614758,0.0026932560419637864,0.0019041106581490015,-0.0036590274273238673,TASK
663,0.0008510276518270254,0.001515456017077701,0.0019232504391579136,0.0025330929410514137,0.003505246607370765,0.0002482801241432838,0.0011776165048456681,0.0026947246694336443,0.001996385515907835,0.003909240696273013,0.0003292790791366828,0.0017051120889008896,0.002700429426535268,0.0019085448402670158,-0.0036645332711852793,TASK
664,0.0008383740839294493,0.0015247745346767478,0.0019220839797365016,0.0025326995394370604,0.00352662148439951,0.00022034713647767516,0.0011708510962425327,0.0027094770144455733,0.0019793684787191043,0.003932034722354483,0.0003514652773735266,0.0016987746382864616,0.0027062316634876736,0.001911590814675819,-0.0036699459278597916,TASK
665,0.0008255538240722964,0.0015333720025978762,0.0019198376019869722,0.0025303118283446,0.0035453760610468267,0.00019068406417958438,0.001163199537555514,0.002722875657973958,0.0019605532628775833,0.003953360012329301,0.0003721229024367006,0.0016908779898962812,0.0027106568423645896,0.001913238391215369,-0.003675263423266394,TASK
666,0.0008125784224608705,0.0015412370838418284,0.0019165103588904254,0.0025265002903495336,0.0035614845405045233,0.00015930740715680613,0.0011546851407417409,0.0027349037345848494,0.0019399535302548937,0.003973193470350632,0.0003912382051088301,0.0016814259214805753,0.00271370024386947,0.0019134787302852573,-0.0036804838635170183,TASK
667,0.0007994593694467642,0.001548359150276789,0.0019121022727215263,0.0025213245001349874,0.003574923656199975,0.00012623535966707882,0.0011453317243525576,0.002745545537170991,0.0019175843851005107,0.003991513171754125,0.0004087990305848689,0.0016704236065653525,0.0027153583479423886,0.0019123043601393791,-0.003685605466398117,TASK
668,0.0007862080840800028,0.0015547282966802002,0.0019066143366729604,0.0025148425472599533,0.0035856727002241354,9.148779483463248e-05,0.001135163613640628,0.0027547865364631855,0.0018934623595989518,0.0040082983865203856,0.00042479483097691275,0.0016578776129883362,0.002715628840558718,0.001909709192651732,-0.0036906265997811434,TASK
669,0.0007728359028079273,0.0015603353539437792,0.0019000485154451777,0.0025071118902000745,0.0035937135489845047,5.5086247401392105e-05,0.0011242056389717087,0.0027626133993831395,0.0018676053981009845,0.00402352960157276,0.0004392166759179014,0.0016437958999648305,0.0027145106192387617,0.0019056885375278636,-0.0036955458142353846,TASK
670,0.0007593540683336251,0.0015651719014240133,0.0018924077447995344,0.0024981900514645878,0.0035990306860495943,1.7053894728963175e-05,0.0011124831325813062,0.0027690140062134683,0.0018400328400450814,0.004037188541883505,0.00045205726125138843,0.001628187813683069,0.002712003797258843,0.0019002391149384298,-0.003700361843924023,TASK
671,0.00074577371864649,0.0015692302784213806,0.0018836959300740181,0.0024881352323720945,0.00360161122215469,-2.2584463930559306e-05,0.0011000219239247896,0.002773977466561885,0.0018107654015866194,0.004049258190362703,0.0004633109157970621,0.00161106408143001,0.0027081097065558054,0.0018933590665530886,-0.003705073532956452,TASK
672,0.0007321058762372863,0.0015725035947726875,0.001873917943662072,0.0024770069556428217,0.0036014449123419248,-6.380242987500794e-05,0.0010868483338774405,0.002777494134097956,0.0017798251559536724,0.004059722806505604,0.0004729736061839586,0.0015924368042503478,0.0027028308993183353,0.0018850479649550032,-0.0037096796275864546,TASK
673,0.0007183614375098249,0.001574985740541952,0.0018630796214560458,0.0024648667973530608,0.0035985241702110133,-0.00010657202908199732,0.0010729891679430196,0.0027795556200419956,0.0017472355125494592,0.004068567943775401,0.0004810429397457557,0.0015723194481430994,0.0026961711482602155,0.0018753068214180076,-0.003714178366586092,TASK
674,0.0007045511624010781,0.0015766713947963805,0.0018511877582581447,0.00245177914474238,0.0035928440792603283,-0.00015086373800453573,0.0010584717084942549,0.002780154805387122,0.0017130211948227147,0.004075780465699843,0.0004875181654749106,0.0015507268338018645,0.0026881354455719542,0.001864138092030558,-0.0037185668178483767,TASK
675,0.0006906856642213137,0.0015775560334551609,0.00183825010216278,0.0024378117052301623,0.0035844024013013563,-0.00019664651100689563,0.0010433237059486635,0.002779285851836872,0.0016772082169285146,0.0040813485606615366,0.0004924001730348044,0.0015276751249063223,0.002678730000548874,0.001851545682152541,-0.00372283997091845,TASK
676,0.000676775399725508,0.0015776359361998349,0.0018242753479155785,0.002422712512056147,0.003573199581932954,-0.00024388780941347454,0.0010275733687284629,0.00277694421144214,0.0016398238592032844,0.004085261755363128,0.0004956914898314188,0.0015031818149745003,0.00266796223589526,0.0018375349491929881,-0.003726989729784033,TASK
677,0.0006628306594270129,0.0015769081924363261,0.0018092731292552382,0.002406515630447352,0.0035592387530653047,-0.00029255363214151977,0.0010112493519245365,0.002773126634922655,0.0016008966424788072,0.004087510926950151,0.000497396276148576,0.0014772657127866064,0.002655840782705708,0.001822112703698855,-0.003731004182504956,TASK
678,0.0006488615581641017,0.001575370706299718,0.0017932540102458556,0.0023892556918875285,0.0035425257324867704,-0.0003426085478869796,0.0009943807448574388,0.0027678311786596375,0.0015604563012612538,0.004088088313775682,0.0004975203183529824,0.0014499469263931737,0.0026423754741263885,0.0018052872087470045,-0.0037349811232313384,TASK
679,0.000634878025929711,0.0015730222006941547,0.0017762294756082664,0.002370967965461928,0.003523069020470391,-0.00039401572883090074,0.0009769970582851706,0.002761057210347811,0.0015185337558023416,0.004086987524792553,0.0004960710201778777,0.0014212468457216769,0.0026275773377004343,0.0017870681776335677,-0.00373891642594368,TASK
680,0.0006208897989743474,0.0015698622203614617,0.0017582119200602467,0.0023516884509108575,0.0035008797934202385,-0.00044673698583215515,0.0009591282129042223,0.002752805413296353,0.001475161083090809,0.004084203547560318,0.0004930573920963746,0.0013911881237974994,0.0026114585864032017,0.0017674667698570948,-0.003742804488860861,TASK
681,0.0006069064111917849,0.0015658911339732162,0.0017392146366765526,0.0023314539561874984,0.0034759718945613196,-0.0005007328050706025,0.0009408045319949396,0.0027430777893699735,0.0014303714867934993,0.004079732754855864,0.0004884900387979727,0.0013597946565967263,0.0025940326083748943,0.001746495585393856,-0.003746638352373663,TASK
682,0.0005929371857967369,0.001561110135242251,0.0017192518042807264,0.0023103020892105072,0.003448361821679925,-0.0005559623861033343,0.000922056742354709,0.0027318776605626885,0.0013841992661762078,0.004073572909877881,0.0004823811447840088,0.0013270915615496612,0.0025753139553591586,0.001724168657265703,-0.003750410071913325,TASK
683,0.0005789912273033466,0.0015555212430507085,0.0016983384738819135,0.0022882710519989942,0.003418068711924837,-0.0006123836812951177,0.0009029159885059379,0.0027192096691983888,0.0013366797840354927,0.004065723170037062,0.00047474445810009435,0.0012931051547156241,0.002555318329858126,0.0017005014424029605,-0.003754111462914436,TASK
684,0.0005650774138130488,0.0015491273005932456,0.0016764905541709872,0.0022653990857246556,0.0033851143236838365,-0.0006699534365821145,0.0008834138645728187,0.002705079776754124,0.0012878494336738158,0.004056184089325802,0.000465595272226164,0.001257862926651288,0.0025340625710158775,0.001675510810807345,-0.003757735296882426,TASK
685,0.0005512043896199935,0.001541931973535246,0.0016537247960915118,0.0022417234000500757,0.00334952301555351,-0.0007286272335264353,0.0008635824646766605,0.002689495261303737,0.0012377456049514797,0.004044957619262598,0.0004549504061469756,0.0012213935169963636,0.0025115646392439702,0.0016492150330221261,-0.0037612769016650313,TASK
686,0.0005373805581413923,0.001533939747186473,0.0016300587765016215,0.002217278468458747,0.0033113217224217846,-0.0007883595326190875,0.0008434544442577979,0.0026724647135799263,0.0011864066494486065,0.004032047108407462,0.00044282818262760394,0.0011837266878012447,0.0024878435996034285,0.001621633765917418,-0.003764735857685812,TASK
687,0.0005236140751796254,0.0015251559226917585,0.0016055108809438353,0.00219209373947744,0.0032705399286856495,-0.0008491037177877981,0.0008230630694452169,0.0026539980316542975,0.0011338718447712897,0.004017457300445965,0.00042924840472050897,0.0011448932956224316,0.0024629196039589133,0.0015927880368004014,-0.0037681170451787332,TASK
688,0.0005099128425237911,0.0015155866122433628,0.0015801002855422982,0.002166191169027453,0.0032272096386357007,-0.0009108121420604981,0.0008024422084881063,0.002634106414239358,0.0010801813580393772,0.004001194330843373,0.00041423233053482396,0.0011049252624153252,0.0024368138719243456,0.0015627002258662953,-0.0037713449418049407,TASK
689,0.0004962845018983422,0.0015052387333214527,0.0015538469380482556,0.0021395835798872077,0.003181365344044264,-0.0009734361743327126,0.0007816261900446329,0.00261280235261888,0.0010253762085950025,0.0039832657220726965,0.0003978026463011678,0.0010638555452560012,0.002409548670621268,0.0015313940470091712,-0.003774419781849503,TASK
690,0.0004827364292622454,0.0014941200019648981,0.001526771538051596,0.0021128239814256072,0.0031330439889799486,-0.0010369262471985501,0.000760649424723121,0.002590099621206094,0.0009694982299638355,0.0039636803774155595,0.00037998343776200023,0.001021718104918344,0.002381147293266623,0.0014988945270020307,-0.003777341517197054,TASK
691,0.0004692757294601387,0.0014822389250735413,0.0014988955163755353,0.0020859784885866642,0.003082284931867608,-0.0011012319058090756,0.0007395456739786325,0.0025660132667272907,0.0009125900310982885,0.00394244857333361,0.00036080015991734205,0.000978547873331503,0.0023516340366055823,0.0014652279830527277,-0.003780109432706483,TASK
692,0.00045590923123749584,0.0014696047917604513,0.0014702410136844066,0.0020591125675360825,0.0030291299048667525,-0.001166301857683137,0.0007183468807935582,0.0025405595960549484,0.0008546949569561679,0.003919581950429263,0.00034027960517369585,0.0009343807199635118,0.0023210341772241256,0.001430421998779028,-0.003782722092671985,TASK
693,0.0004426434826372062,0.0014562276637824125,0.0014408308583417281,0.002032292090265936,0.0029736229706716147,-0.0012320840233748134,0.0006970815880689583,0.002513756162729516,0.0007958570484811228,0.0038950935030261733,0.0003184498699545063,0.0008892534171886246,0.0022893739467869222,0.0013945053986666324,-0.003785400348157133,TASK
694,0.0004294847467620535,0.0014421183650305885,0.0014106885435214956,0.002005584501205693,0.0029158104766894817,-0.0012985255880110867,0.0006757732098610096,0.0024856217521365418,0.0007361210019829918,0.0038689975673449227,0.00029534031978521724,0.0008432036046393852,0.002256680506194959,0.0013575082209735458,-0.0037881157785011627,TASK
